gene,cluster,species,percent_expressed,n_high_expression_celltype,n_gene_per_cluster
IscU,GABA_2,Dmel,0.528,17,72
IscU,GABA_2,Dsec,0.421,17,72
IscU,GABA_2,Dsim,0.433,17,72
Mpcp2,GABA_2,Dmel,0.498,16,72
Mpcp2,GABA_2,Dsec,0.381,16,72
Mpcp2,GABA_2,Dsim,0.433,16,72
Nadsyn,GABA_2,Dmel,0.394,19,72
Nadsyn,GABA_2,Dsec,0.412,19,72
Nadsyn,GABA_2,Dsim,0.402,19,72
Nca,GABA_2,Dmel,0.305,6,72
Nca,GABA_2,Dsec,0.367,6,72
Nca,GABA_2,Dsim,0.398,6,72
Prp39,GABA_2,Dmel,0.39,21,72
Prp39,GABA_2,Dsec,0.353,21,72
Prp39,GABA_2,Dsim,0.306,21,72
Prps,GABA_2,Dmel,0.327,21,72
Prps,GABA_2,Dsec,0.355,21,72
Prps,GABA_2,Dsim,0.401,21,72
Rack1,GABA_2,Dmel,0.599,6,72
Rack1,GABA_2,Dsec,0.341,6,72
Rack1,GABA_2,Dsim,0.373,6,72
RpL15,GABA_2,Dmel,0.32,13,72
RpL15,GABA_2,Dsec,0.322,13,72
RpL15,GABA_2,Dsim,0.313,13,72
RpL17,GABA_2,Dmel,0.387,7,72
RpL17,GABA_2,Dsec,0.374,7,72
RpL17,GABA_2,Dsim,0.413,7,72
RpL21,GABA_2,Dmel,0.517,14,72
RpL21,GABA_2,Dsec,0.336,14,72
RpL21,GABA_2,Dsim,0.345,14,72
RpL24,GABA_2,Dmel,0.342,14,72
RpL24,GABA_2,Dsec,0.401,14,72
RpL24,GABA_2,Dsim,0.44,14,72
RpL24-like,GABA_2,Dmel,0.364,1,72
RpL24-like,GABA_2,Dsec,0.33,1,72
RpL24-like,GABA_2,Dsim,0.401,1,72
RpL28,GABA_2,Dmel,0.387,19,72
RpL28,GABA_2,Dsec,0.352,19,72
RpL28,GABA_2,Dsim,0.381,19,72
RpL31,GABA_2,Dmel,0.361,17,72
RpL31,GABA_2,Dsec,0.37,17,72
RpL31,GABA_2,Dsim,0.405,17,72
RpL36,GABA_2,Dmel,0.435,15,72
RpL36,GABA_2,Dsec,0.36,15,72
RpL36,GABA_2,Dsim,0.48,15,72
RpL37-1,GABA_2,Dmel,0.428,20,72
RpL37-1,GABA_2,Dsec,0.433,20,72
RpL37-1,GABA_2,Dsim,0.52,20,72
RpL39,GABA_2,Dmel,0.346,6,72
RpL39,GABA_2,Dsec,0.339,6,72
RpL39,GABA_2,Dsim,0.389,6,72
RpL6,GABA_2,Dmel,0.446,20,72
RpL6,GABA_2,Dsec,0.37,20,72
RpL6,GABA_2,Dsim,0.417,20,72
RpL7,GABA_2,Dmel,0.442,3,72
RpL7,GABA_2,Dsec,0.33,3,72
RpL7,GABA_2,Dsim,0.302,3,72
RpL7A,GABA_2,Dmel,0.476,19,72
RpL7A,GABA_2,Dsec,0.348,19,72
RpL7A,GABA_2,Dsim,0.448,19,72
RpS15Aa,GABA_2,Dmel,0.338,2,72
RpS15Aa,GABA_2,Dsec,0.311,2,72
RpS15Aa,GABA_2,Dsim,0.363,2,72
RpS18,GABA_2,Dmel,0.494,14,72
RpS18,GABA_2,Dsec,0.319,14,72
RpS18,GABA_2,Dsim,0.401,14,72
RpS30,GABA_2,Dmel,0.353,8,72
RpS30,GABA_2,Dsec,0.301,8,72
RpS30,GABA_2,Dsim,0.341,8,72
RpS3A,GABA_2,Dmel,0.383,9,72
RpS3A,GABA_2,Dsec,0.339,9,72
RpS3A,GABA_2,Dsim,0.349,9,72
RpS6,GABA_2,Dmel,0.539,17,72
RpS6,GABA_2,Dsec,0.36,17,72
RpS6,GABA_2,Dsim,0.476,17,72
RpS7,GABA_2,Dmel,0.446,18,72
RpS7,GABA_2,Dsec,0.337,18,72
RpS7,GABA_2,Dsim,0.488,18,72
RpS8,GABA_2,Dmel,0.509,8,72
RpS8,GABA_2,Dsec,0.308,8,72
RpS8,GABA_2,Dsim,0.369,8,72
Sam-S,GABA_2,Dmel,0.323,1,72
Sam-S,GABA_2,Dsec,0.415,1,72
Sam-S,GABA_2,Dsim,0.333,1,72
Scr,GABA_2,Dmel,0.498,3,72
Scr,GABA_2,Dsec,0.729,3,72
Scr,GABA_2,Dsim,0.639,3,72
Teh2,GABA_2,Dmel,0.361,19,72
Teh2,GABA_2,Dsec,0.377,19,72
Teh2,GABA_2,Dsim,0.429,19,72
VGAT,GABA_2,Dmel,0.364,9,72
VGAT,GABA_2,Dsec,0.512,9,72
VGAT,GABA_2,Dsim,0.524,9,72
alpha-Spec,GABA_2,Dmel,0.335,7,72
alpha-Spec,GABA_2,Dsec,0.325,7,72
alpha-Spec,GABA_2,Dsim,0.389,7,72
ckn,GABA_2,Dmel,0.331,19,72
ckn,GABA_2,Dsec,0.359,19,72
ckn,GABA_2,Dsim,0.365,19,72
cype,GABA_2,Dmel,0.398,3,72
cype,GABA_2,Dsec,0.392,3,72
cype,GABA_2,Dsim,0.337,3,72
dsd,GABA_2,Dmel,0.364,19,72
dsd,GABA_2,Dsec,0.329,19,72
dsd,GABA_2,Dsim,0.353,19,72
eIF1A,GABA_2,Dmel,0.338,2,72
eIF1A,GABA_2,Dsec,0.304,2,72
eIF1A,GABA_2,Dsim,0.301,2,72
eIF4H1,GABA_2,Dmel,0.32,5,72
eIF4H1,GABA_2,Dsec,0.377,5,72
eIF4H1,GABA_2,Dsim,0.389,5,72
robo3,GABA_2,Dmel,0.361,8,72
robo3,GABA_2,Dsec,0.339,8,72
robo3,GABA_2,Dsim,0.409,8,72
tacc,GABA_2,Dmel,0.379,6,72
tacc,GABA_2,Dsec,0.349,6,72
tacc,GABA_2,Dsim,0.317,6,72
tipE,GABA_2,Dmel,0.413,8,72
tipE,GABA_2,Dsec,0.453,8,72
tipE,GABA_2,Dsim,0.583,8,72
wwk,GABA_2,Dmel,0.316,6,72
wwk,GABA_2,Dsec,0.304,6,72
wwk,GABA_2,Dsim,0.344,6,72
CG18467,GABA_3,Dmel,0.541,8,15
CG18467,GABA_3,Dsec,0.412,8,15
CG18467,GABA_3,Dsim,0.514,8,15
CG32532,GABA_3,Dmel,0.369,14,15
CG32532,GABA_3,Dsec,0.309,14,15
CG32532,GABA_3,Dsim,0.367,14,15
DIP-delta,GABA_3,Dmel,0.336,18,15
DIP-delta,GABA_3,Dsec,0.359,18,15
DIP-delta,GABA_3,Dsim,0.394,18,15
DIP-lambda,GABA_3,Dmel,0.426,11,15
DIP-lambda,GABA_3,Dsec,0.475,11,15
DIP-lambda,GABA_3,Dsim,0.385,11,15
Nplp1,GABA_3,Dmel,0.459,14,15
Nplp1,GABA_3,Dsec,0.392,14,15
Nplp1,GABA_3,Dsim,0.486,14,15
OtopLc,GABA_3,Dmel,0.303,18,15
OtopLc,GABA_3,Dsec,0.32,18,15
OtopLc,GABA_3,Dsim,0.356,18,15
Pal2,GABA_3,Dmel,0.303,12,15
Pal2,GABA_3,Dsec,0.331,12,15
Pal2,GABA_3,Dsim,0.358,12,15
SP2353,GABA_3,Dmel,0.361,19,15
SP2353,GABA_3,Dsec,0.331,19,15
SP2353,GABA_3,Dsim,0.312,19,15
SoxN,GABA_3,Dmel,0.68,14,15
SoxN,GABA_3,Dsec,0.346,14,15
SoxN,GABA_3,Dsim,0.596,14,15
VhaAC45,GABA_3,Dmel,0.32,12,15
VhaAC45,GABA_3,Dsec,0.373,12,15
VhaAC45,GABA_3,Dsim,0.322,12,15
alt,GABA_3,Dmel,0.377,21,15
alt,GABA_3,Dsec,0.451,21,15
alt,GABA_3,Dsim,0.389,21,15
ens,GABA_3,Dmel,0.32,14,15
ens,GABA_3,Dsec,0.307,14,15
ens,GABA_3,Dsim,0.312,14,15
mtt,GABA_3,Dmel,0.41,19,15
mtt,GABA_3,Dsec,0.405,19,15
mtt,GABA_3,Dsim,0.349,19,15
sli,GABA_3,Dmel,0.402,17,15
sli,GABA_3,Dsec,0.459,17,15
sli,GABA_3,Dsim,0.511,17,15
vvl,GABA_3,Dmel,0.426,20,15
vvl,GABA_3,Dsec,0.503,20,15
vvl,GABA_3,Dsim,0.511,20,15
ATPsynbeta,GABA_4,Dmel,0.618,17,43
ATPsynbeta,GABA_4,Dsec,0.328,17,43
ATPsynbeta,GABA_4,Dsim,0.664,17,43
Adar,GABA_4,Dmel,0.31,6,43
Adar,GABA_4,Dsec,0.49,6,43
Adar,GABA_4,Dsim,0.685,6,43
Atg8a,GABA_4,Dmel,0.31,18,43
Atg8a,GABA_4,Dsec,0.345,18,43
Atg8a,GABA_4,Dsim,0.327,18,43
Bx,GABA_4,Dmel,0.81,21,43
Bx,GABA_4,Dsec,0.824,21,43
Bx,GABA_4,Dsim,0.77,21,43
CG1090,GABA_4,Dmel,0.33,8,43
CG1090,GABA_4,Dsec,0.531,8,43
CG1090,GABA_4,Dsim,0.647,8,43
CG11537,GABA_4,Dmel,0.444,13,43
CG11537,GABA_4,Dsec,0.348,13,43
CG11537,GABA_4,Dsim,0.315,13,43
CG12054,GABA_4,Dmel,0.392,14,43
CG12054,GABA_4,Dsec,0.318,14,43
CG12054,GABA_4,Dsim,0.336,14,43
CG12769,GABA_4,Dmel,0.301,4,43
CG12769,GABA_4,Dsec,0.314,4,43
CG12769,GABA_4,Dsim,0.319,4,43
CG13784,GABA_4,Dmel,0.333,19,43
CG13784,GABA_4,Dsec,0.371,19,43
CG13784,GABA_4,Dsim,0.372,19,43
CG14459,GABA_4,Dmel,0.614,17,43
CG14459,GABA_4,Dsec,0.792,17,43
CG14459,GABA_4,Dsim,0.796,17,43
CG32647,GABA_4,Dmel,0.497,19,43
CG32647,GABA_4,Dsec,0.317,19,43
CG32647,GABA_4,Dsim,0.415,19,43
CG34384,GABA_4,Dmel,0.441,21,43
CG34384,GABA_4,Dsec,0.522,21,43
CG34384,GABA_4,Dsim,0.429,21,43
CG4238,GABA_4,Dmel,0.373,17,43
CG4238,GABA_4,Dsec,0.355,17,43
CG4238,GABA_4,Dsim,0.34,17,43
CG43066,GABA_4,Dmel,0.647,21,43
CG43066,GABA_4,Dsec,0.498,21,43
CG43066,GABA_4,Dsim,0.46,21,43
CG4678,GABA_4,Dmel,0.379,10,43
CG4678,GABA_4,Dsec,0.393,10,43
CG4678,GABA_4,Dsim,0.336,10,43
CG6044,GABA_4,Dmel,0.438,19,43
CG6044,GABA_4,Dsec,0.3,19,43
CG6044,GABA_4,Dsim,0.434,19,43
CG9328,GABA_4,Dmel,0.34,12,43
CG9328,GABA_4,Dsec,0.414,12,43
CG9328,GABA_4,Dsim,0.708,12,43
Cipc,GABA_4,Dmel,0.346,17,43
Cipc,GABA_4,Dsec,0.334,17,43
Cipc,GABA_4,Dsim,0.434,17,43
Efa6,GABA_4,Dmel,0.412,13,43
Efa6,GABA_4,Dsec,0.4,13,43
Efa6,GABA_4,Dsim,0.473,13,43
Eip63F-1,GABA_4,Dmel,0.35,16,43
Eip63F-1,GABA_4,Dsec,0.445,16,43
Eip63F-1,GABA_4,Dsim,0.469,16,43
IscU,GABA_4,Dmel,0.467,17,43
IscU,GABA_4,Dsec,0.384,17,43
IscU,GABA_4,Dsim,0.403,17,43
Mbs,GABA_4,Dmel,0.317,21,43
Mbs,GABA_4,Dsec,0.38,21,43
Mbs,GABA_4,Dsim,0.407,21,43
Nadsyn,GABA_4,Dmel,0.363,19,43
Nadsyn,GABA_4,Dsec,0.376,19,43
Nadsyn,GABA_4,Dsim,0.415,19,43
Rack1,GABA_4,Dmel,0.536,6,43
Rack1,GABA_4,Dsec,0.376,6,43
Rack1,GABA_4,Dsim,0.385,6,43
RpL15,GABA_4,Dmel,0.304,13,43
RpL15,GABA_4,Dsec,0.339,13,43
RpL15,GABA_4,Dsim,0.425,13,43
RpL17,GABA_4,Dmel,0.343,7,43
RpL17,GABA_4,Dsec,0.339,7,43
RpL17,GABA_4,Dsim,0.456,7,43
RpL21,GABA_4,Dmel,0.395,14,43
RpL21,GABA_4,Dsec,0.339,14,43
RpL21,GABA_4,Dsim,0.403,14,43
RpL28,GABA_4,Dmel,0.33,19,43
RpL28,GABA_4,Dsec,0.347,19,43
RpL28,GABA_4,Dsim,0.389,19,43
RpL35,GABA_4,Dmel,0.31,1,43
RpL35,GABA_4,Dsec,0.322,1,43
RpL35,GABA_4,Dsim,0.394,1,43
RpL36,GABA_4,Dmel,0.412,15,43
RpL36,GABA_4,Dsec,0.343,15,43
RpL36,GABA_4,Dsim,0.442,15,43
RpL37-1,GABA_4,Dmel,0.415,20,43
RpL37-1,GABA_4,Dsec,0.421,20,43
RpL37-1,GABA_4,Dsim,0.478,20,43
RpS18,GABA_4,Dmel,0.435,14,43
RpS18,GABA_4,Dsec,0.318,14,43
RpS18,GABA_4,Dsim,0.381,14,43
RpS3A,GABA_4,Dmel,0.386,9,43
RpS3A,GABA_4,Dsec,0.404,9,43
RpS3A,GABA_4,Dsim,0.358,9,43
RpS6,GABA_4,Dmel,0.451,17,43
RpS6,GABA_4,Dsec,0.302,17,43
RpS6,GABA_4,Dsim,0.456,17,43
RpS7,GABA_4,Dmel,0.366,18,43
RpS7,GABA_4,Dsec,0.317,18,43
RpS7,GABA_4,Dsim,0.451,18,43
RyR,GABA_4,Dmel,0.376,4,43
RyR,GABA_4,Dsec,0.424,4,43
RyR,GABA_4,Dsim,0.451,4,43
TTLL4A,GABA_4,Dmel,0.392,2,43
TTLL4A,GABA_4,Dsec,0.383,2,43
TTLL4A,GABA_4,Dsim,0.385,2,43
Teh2,GABA_4,Dmel,0.592,19,43
Teh2,GABA_4,Dsec,0.649,19,43
Teh2,GABA_4,Dsim,0.593,19,43
Tsp97E,GABA_4,Dmel,0.373,10,43
Tsp97E,GABA_4,Dsec,0.314,10,43
Tsp97E,GABA_4,Dsim,0.336,10,43
VGAT,GABA_4,Dmel,0.438,9,43
VGAT,GABA_4,Dsec,0.486,9,43
VGAT,GABA_4,Dsim,0.584,9,43
caup,GABA_4,Dmel,0.373,10,43
caup,GABA_4,Dsec,0.448,10,43
caup,GABA_4,Dsim,0.448,10,43
dsd,GABA_4,Dmel,0.324,19,43
dsd,GABA_4,Dsec,0.331,19,43
dsd,GABA_4,Dsim,0.315,19,43
pb,GABA_4,Dmel,0.644,1,43
pb,GABA_4,Dsec,0.552,1,43
pb,GABA_4,Dsim,0.552,1,43
5-HT2A,GABA_5,Dmel,0.713,11,37
5-HT2A,GABA_5,Dsec,0.437,11,37
5-HT2A,GABA_5,Dsim,0.403,11,37
ATPsynbeta,GABA_5,Dmel,0.34,17,37
ATPsynbeta,GABA_5,Dsec,0.391,17,37
ATPsynbeta,GABA_5,Dsim,0.542,17,37
AstA-R1,GABA_5,Dmel,0.66,11,37
AstA-R1,GABA_5,Dsec,0.529,11,37
AstA-R1,GABA_5,Dsim,0.736,11,37
Bx,GABA_5,Dmel,0.862,21,37
Bx,GABA_5,Dsec,0.829,21,37
Bx,GABA_5,Dsim,0.873,21,37
CG10384,GABA_5,Dmel,0.33,7,37
CG10384,GABA_5,Dsec,0.414,7,37
CG10384,GABA_5,Dsim,0.444,7,37
CG13868,GABA_5,Dmel,0.319,8,37
CG13868,GABA_5,Dsec,0.317,8,37
CG13868,GABA_5,Dsim,0.319,8,37
CG16711,GABA_5,Dmel,0.362,11,37
CG16711,GABA_5,Dsec,0.427,11,37
CG16711,GABA_5,Dsim,0.349,11,37
CG34155,GABA_5,Dmel,0.34,7,37
CG34155,GABA_5,Dsec,0.366,7,37
CG34155,GABA_5,Dsim,0.413,7,37
CG34357,GABA_5,Dmel,0.319,17,37
CG34357,GABA_5,Dsec,0.366,17,37
CG34357,GABA_5,Dsim,0.583,17,37
CG34384,GABA_5,Dmel,0.34,21,37
CG34384,GABA_5,Dsec,0.402,21,37
CG34384,GABA_5,Dsim,0.381,21,37
CG34393,GABA_5,Dmel,0.33,11,37
CG34393,GABA_5,Dsec,0.46,11,37
CG34393,GABA_5,Dsim,0.46,11,37
CG4238,GABA_5,Dmel,0.436,17,37
CG4238,GABA_5,Dsec,0.329,17,37
CG4238,GABA_5,Dsim,0.361,17,37
CG43740,GABA_5,Dmel,0.34,3,37
CG43740,GABA_5,Dsec,0.402,3,37
CG43740,GABA_5,Dsim,0.444,3,37
CG6959,GABA_5,Dmel,0.383,6,37
CG6959,GABA_5,Dsec,0.317,6,37
CG6959,GABA_5,Dsim,0.389,6,37
DIP-delta,GABA_5,Dmel,0.851,18,37
DIP-delta,GABA_5,Dsec,0.744,18,37
DIP-delta,GABA_5,Dsim,0.875,18,37
Eip63F-1,GABA_5,Dmel,0.66,16,37
Eip63F-1,GABA_5,Dsec,0.659,16,37
Eip63F-1,GABA_5,Dsim,0.508,16,37
Fer1,GABA_5,Dmel,0.606,5,37
Fer1,GABA_5,Dsec,0.632,5,37
Fer1,GABA_5,Dsim,0.514,5,37
Fili,GABA_5,Dmel,0.596,16,37
Fili,GABA_5,Dsec,0.563,16,37
Fili,GABA_5,Dsim,0.653,16,37
Gycbeta100B,GABA_5,Dmel,0.564,20,37
Gycbeta100B,GABA_5,Dsec,0.529,20,37
Gycbeta100B,GABA_5,Dsim,0.597,20,37
IscU,GABA_5,Dmel,0.5,17,37
IscU,GABA_5,Dsec,0.451,17,37
IscU,GABA_5,Dsim,0.302,17,37
Lamp1,GABA_5,Dmel,0.351,4,37
Lamp1,GABA_5,Dsec,0.402,4,37
Lamp1,GABA_5,Dsim,0.333,4,37
Mbs,GABA_5,Dmel,0.351,21,37
Mbs,GABA_5,Dsec,0.329,21,37
Mbs,GABA_5,Dsim,0.413,21,37
Nadsyn,GABA_5,Dmel,0.426,19,37
Nadsyn,GABA_5,Dsec,0.391,19,37
Nadsyn,GABA_5,Dsim,0.349,19,37
Prp39,GABA_5,Dmel,0.34,21,37
Prp39,GABA_5,Dsec,0.402,21,37
Prp39,GABA_5,Dsim,0.508,21,37
RpS6,GABA_5,Dmel,0.319,17,37
RpS6,GABA_5,Dsec,0.354,17,37
RpS6,GABA_5,Dsim,0.333,17,37
RunxA,GABA_5,Dmel,0.319,4,37
RunxA,GABA_5,Dsec,0.317,4,37
RunxA,GABA_5,Dsim,0.347,4,37
VhaPPA1-1,GABA_5,Dmel,0.309,2,37
VhaPPA1-1,GABA_5,Dsec,0.345,2,37
VhaPPA1-1,GABA_5,Dsim,0.444,2,37
dpr15,GABA_5,Dmel,0.34,5,37
dpr15,GABA_5,Dsec,0.414,5,37
dpr15,GABA_5,Dsim,0.397,5,37
dsd,GABA_5,Dmel,0.33,19,37
dsd,GABA_5,Dsec,0.379,19,37
dsd,GABA_5,Dsim,0.365,19,37
fkh,GABA_5,Dmel,0.638,16,37
fkh,GABA_5,Dsec,0.759,16,37
fkh,GABA_5,Dsim,0.81,16,37
kek6,GABA_5,Dmel,0.33,16,37
kek6,GABA_5,Dsec,0.585,16,37
kek6,GABA_5,Dsim,0.403,16,37
lolal,GABA_5,Dmel,0.383,20,37
lolal,GABA_5,Dsec,0.329,20,37
lolal,GABA_5,Dsim,0.317,20,37
nvy,GABA_5,Dmel,0.33,4,37
nvy,GABA_5,Dsec,0.345,4,37
nvy,GABA_5,Dsim,0.381,4,37
ome,GABA_5,Dmel,0.585,8,37
ome,GABA_5,Dsec,0.529,8,37
ome,GABA_5,Dsim,0.54,8,37
rhea,GABA_5,Dmel,0.34,15,37
rhea,GABA_5,Dsec,0.366,15,37
rhea,GABA_5,Dsim,0.365,15,37
smal,GABA_5,Dmel,0.372,20,37
smal,GABA_5,Dsec,0.317,20,37
smal,GABA_5,Dsim,0.302,20,37
stau,GABA_5,Dmel,0.447,5,37
stau,GABA_5,Dsec,0.451,5,37
stau,GABA_5,Dsim,0.54,5,37
ATP8B,GABA_6,Dmel,0.462,8,49
ATP8B,GABA_6,Dsec,0.528,8,49
ATP8B,GABA_6,Dsim,0.301,8,49
Atf6,GABA_6,Dmel,0.407,9,49
Atf6,GABA_6,Dsec,0.458,9,49
Atf6,GABA_6,Dsim,0.37,9,49
CG11537,GABA_6,Dmel,0.374,13,49
CG11537,GABA_6,Dsec,0.337,13,49
CG11537,GABA_6,Dsim,0.3,13,49
CG13579,GABA_6,Dmel,0.593,9,49
CG13579,GABA_6,Dsec,0.494,9,49
CG13579,GABA_6,Dsim,0.425,9,49
CG14669,GABA_6,Dmel,0.593,13,49
CG14669,GABA_6,Dsec,0.333,13,49
CG14669,GABA_6,Dsim,0.425,13,49
CG1695,GABA_6,Dmel,0.418,9,49
CG1695,GABA_6,Dsec,0.306,9,49
CG1695,GABA_6,Dsim,0.3,9,49
CG32647,GABA_6,Dmel,0.44,19,49
CG32647,GABA_6,Dsec,0.325,19,49
CG32647,GABA_6,Dsim,0.397,19,49
CG4238,GABA_6,Dmel,0.505,17,49
CG4238,GABA_6,Dsec,0.373,17,49
CG4238,GABA_6,Dsim,0.514,17,49
CG43066,GABA_6,Dmel,0.604,21,49
CG43066,GABA_6,Dsec,0.325,21,49
CG43066,GABA_6,Dsim,0.343,21,49
CG43707,GABA_6,Dmel,0.363,14,49
CG43707,GABA_6,Dsec,0.47,14,49
CG43707,GABA_6,Dsim,0.314,14,49
CG43902,GABA_6,Dmel,0.747,21,49
CG43902,GABA_6,Dsec,0.639,21,49
CG43902,GABA_6,Dsim,0.757,21,49
CG4678,GABA_6,Dmel,0.407,10,49
CG4678,GABA_6,Dsec,0.482,10,49
CG4678,GABA_6,Dsim,0.429,10,49
CG6044,GABA_6,Dmel,0.473,19,49
CG6044,GABA_6,Dsec,0.446,19,49
CG6044,GABA_6,Dsim,0.414,19,49
CG8677,GABA_6,Dmel,0.363,5,49
CG8677,GABA_6,Dsec,0.333,5,49
CG8677,GABA_6,Dsim,0.3,5,49
CG9171,GABA_6,Dmel,0.319,8,49
CG9171,GABA_6,Dsec,0.514,8,49
CG9171,GABA_6,Dsim,0.386,8,49
Cipc,GABA_6,Dmel,0.396,17,49
Cipc,GABA_6,Dsec,0.444,17,49
Cipc,GABA_6,Dsim,0.414,17,49
Cs1,GABA_6,Dmel,0.33,8,49
Cs1,GABA_6,Dsec,0.347,8,49
Cs1,GABA_6,Dsim,0.384,8,49
DIP-lambda,GABA_6,Dmel,0.835,11,49
DIP-lambda,GABA_6,Dsec,0.663,11,49
DIP-lambda,GABA_6,Dsim,0.74,11,49
Fer1,GABA_6,Dmel,0.604,5,49
Fer1,GABA_6,Dsec,0.458,5,49
Fer1,GABA_6,Dsim,0.571,5,49
IscU,GABA_6,Dmel,0.407,17,49
IscU,GABA_6,Dsec,0.389,17,49
IscU,GABA_6,Dsim,0.314,17,49
LRP1,GABA_6,Dmel,0.505,7,49
LRP1,GABA_6,Dsec,0.337,7,49
LRP1,GABA_6,Dsim,0.411,7,49
Orp8,GABA_6,Dmel,0.857,8,49
Orp8,GABA_6,Dsec,0.403,8,49
Orp8,GABA_6,Dsim,0.644,8,49
Rack1,GABA_6,Dmel,0.374,6,49
Rack1,GABA_6,Dsec,0.375,6,49
Rack1,GABA_6,Dsim,0.386,6,49
Rgk3,GABA_6,Dmel,0.615,21,49
Rgk3,GABA_6,Dsec,0.506,21,49
Rgk3,GABA_6,Dsim,0.575,21,49
Rh7,GABA_6,Dmel,0.429,1,49
Rh7,GABA_6,Dsec,0.333,1,49
Rh7,GABA_6,Dsim,0.386,1,49
RpL28,GABA_6,Dmel,0.341,19,49
RpL28,GABA_6,Dsec,0.403,19,49
RpL28,GABA_6,Dsim,0.357,19,49
RpL37-1,GABA_6,Dmel,0.396,20,49
RpL37-1,GABA_6,Dsec,0.361,20,49
RpL37-1,GABA_6,Dsim,0.371,20,49
RpL7A,GABA_6,Dmel,0.352,19,49
RpL7A,GABA_6,Dsec,0.361,19,49
RpL7A,GABA_6,Dsim,0.4,19,49
RpS6,GABA_6,Dmel,0.341,17,49
RpS6,GABA_6,Dsec,0.319,17,49
RpS6,GABA_6,Dsim,0.371,17,49
RunxA,GABA_6,Dmel,0.659,4,49
RunxA,GABA_6,Dsec,0.583,4,49
RunxA,GABA_6,Dsim,0.575,4,49
Slik,GABA_6,Dmel,0.363,11,49
Slik,GABA_6,Dsec,0.361,11,49
Slik,GABA_6,Dsim,0.329,11,49
Slip1,GABA_6,Dmel,0.374,17,49
Slip1,GABA_6,Dsec,0.578,17,49
Slip1,GABA_6,Dsim,0.849,17,49
TTLL4A,GABA_6,Dmel,0.516,2,49
TTLL4A,GABA_6,Dsec,0.375,2,49
TTLL4A,GABA_6,Dsim,0.471,2,49
Teh2,GABA_6,Dmel,0.495,19,49
Teh2,GABA_6,Dsec,0.569,19,49
Teh2,GABA_6,Dsim,0.5,19,49
Tsp97E,GABA_6,Dmel,0.418,10,49
Tsp97E,GABA_6,Dsec,0.422,10,49
Tsp97E,GABA_6,Dsim,0.486,10,49
acj6,GABA_6,Dmel,0.978,7,49
acj6,GABA_6,Dsec,0.904,7,49
acj6,GABA_6,Dsim,0.932,7,49
bbc,GABA_6,Dmel,0.385,4,49
bbc,GABA_6,Dsec,0.518,4,49
bbc,GABA_6,Dsim,0.371,4,49
dpr17,GABA_6,Dmel,0.462,15,49
dpr17,GABA_6,Dsec,0.625,15,49
dpr17,GABA_6,Dsim,0.686,15,49
ens,GABA_6,Dmel,0.319,14,49
ens,GABA_6,Dsec,0.361,14,49
ens,GABA_6,Dsim,0.357,14,49
kug,GABA_6,Dmel,0.44,15,49
kug,GABA_6,Dsec,0.569,15,49
kug,GABA_6,Dsim,0.356,15,49
lolal,GABA_6,Dmel,0.374,20,49
lolal,GABA_6,Dsec,0.319,20,49
lolal,GABA_6,Dsim,0.386,20,49
oc,GABA_6,Dmel,0.604,4,49
oc,GABA_6,Dsec,0.569,4,49
oc,GABA_6,Dsim,0.529,4,49
p120ctn,GABA_6,Dmel,0.407,7,49
p120ctn,GABA_6,Dsec,0.506,7,49
p120ctn,GABA_6,Dsim,0.371,7,49
salm,GABA_6,Dmel,0.44,12,49
salm,GABA_6,Dsec,0.528,12,49
salm,GABA_6,Dsim,0.514,12,49
salr,GABA_6,Dmel,0.429,15,49
salr,GABA_6,Dsec,0.597,15,49
salr,GABA_6,Dsim,0.63,15,49
smal,GABA_6,Dmel,0.308,20,49
smal,GABA_6,Dsec,0.347,20,49
smal,GABA_6,Dsim,0.314,20,49
vvl,GABA_6,Dmel,0.879,20,49
vvl,GABA_6,Dsec,0.833,20,49
vvl,GABA_6,Dsim,0.8,20,49
wwk,GABA_6,Dmel,0.33,6,49
wwk,GABA_6,Dsec,0.47,6,49
wwk,GABA_6,Dsim,0.6,6,49
zld,GABA_6,Dmel,0.802,19,49
zld,GABA_6,Dsec,0.667,19,49
zld,GABA_6,Dsim,0.616,19,49
ATPsynF,GABA_7,Dmel,0.373,8,61
ATPsynF,GABA_7,Dsec,0.344,8,61
ATPsynF,GABA_7,Dsim,0.461,8,61
ATPsynbeta,GABA_7,Dmel,0.518,17,61
ATPsynbeta,GABA_7,Dsec,0.361,17,61
ATPsynbeta,GABA_7,Dsim,0.56,17,61
BicD,GABA_7,Dmel,0.398,10,61
BicD,GABA_7,Dsec,0.377,10,61
BicD,GABA_7,Dsim,0.329,10,61
CG12054,GABA_7,Dmel,0.313,14,61
CG12054,GABA_7,Dsec,0.34,14,61
CG12054,GABA_7,Dsim,0.303,14,61
CG13293,GABA_7,Dmel,0.313,10,61
CG13293,GABA_7,Dsec,0.302,10,61
CG13293,GABA_7,Dsim,0.31,10,61
CG13784,GABA_7,Dmel,0.361,19,61
CG13784,GABA_7,Dsec,0.302,19,61
CG13784,GABA_7,Dsim,0.382,19,61
CG32066,GABA_7,Dmel,0.337,18,61
CG32066,GABA_7,Dsec,0.415,18,61
CG32066,GABA_7,Dsim,0.321,18,61
CG32647,GABA_7,Dmel,0.373,19,61
CG32647,GABA_7,Dsec,0.328,19,61
